lev1,lev2,lev3,lev1_url,lev2_url,lev3_url
กฎหมาย - การผลิตผลิตภัณฑ์ซีดี,อื่นๆ,คำสั่งกระทรวงพาณิชย์ที่ 539/2556 เรื่อง มอบอำนาจในการพิจารณาอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์เทปเพลง วีดีโอเทป และแผ่นซีดี เข้ามาในราชอาณาจักร (ลงวันที่ 26 กันยายน 2556),https://www.ipthailand.go.th/th/cd-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/อื่นๆ.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกระทรวงพาณิชย์-ว่าด้วยการอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์ฯ-copy-copy.html
กฎหมาย - การผลิตผลิตภัณฑ์ซีดี,อื่นๆ,ประกาศกรมทรัพย์สินทางปัญญา เรื่อง การกำหนดแบบรับแจ้งข้อมูลการกระทำละเมิด แบบขอรับเงินสินบน แบบขอรับเงินรางวัล และแบบขอรับเงินรางวัลเพิ่มเฉพาะตัว พ.ศ. 2547 (ลงวันที่ 19 พฤศจิกายน 2547),https://www.ipthailand.go.th/th/cd-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/อื่นๆ.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกระทรวงพาณิชย์-ว่าด้วยการอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์ฯ-copy-copy-copy.html
กฎหมาย - การผลิตผลิตภัณฑ์ซีดี,อื่นๆ,ประกาศกระทรวงพาณิชย์ว่าด้วยการ การนำสินค้าเข้ามาในราชอาณาจักร (ฉบับที่ 96) พ.ศ. 2536 (ลงวันที่ 10 มิถุนายน 2536),https://www.ipthailand.go.th/th/cd-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/อื่นๆ.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกระทรวงพาณิชย์-ว่าด้วยการอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์ฯ-copy-copy-copy-copy-2.html
กฎหมาย - การผลิตผลิตภัณฑ์ซีดี,อื่นๆ,ระเบียบกระทรวงพาณิชย์ว่าด้วยการอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์เทปเพลง วีดีโอเทป และแผ่นซีดีเข้ามาในราชอาณาจักร พ.ศ. 2556 (ลงวันที่ 26 กันยายน 2556),https://www.ipthailand.go.th/th/cd-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/อื่นๆ.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกระทรวงพาณิชย์-ว่าด้วยการอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์ฯ-copy.html
กฎหมาย - การผลิตผลิตภัณฑ์ซีดี,อื่นๆ,ระเบียบสำนักนายกรัฐมนตรีว่าด้วยการจ่ายเงินรางวัลหรือเงินสินบนคดีผลิตและจำหน่ายผลิตภัณฑ์ซีดีหรือผลิตภัณฑ์เทปที่ละเมิดต่อกฎหมาย พ.ศ. 2547 (ลงวันที่ 21 กรกฎาคม 2547),https://www.ipthailand.go.th/th/cd-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/อื่นๆ.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกระทรวงพาณิชย์-ว่าด้วยการอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์ฯ-copy-copy-copy-copy.html
กฎหมาย - ความลับทางการค้า,พระราชบัญญัติ (Acts),TRADE SECRETS ACT B.E. 2545 AMENDED BY TRADE SECRET ACT (NO. 2) B.E. 2558,https://www.ipthailand.go.th/th/secret-002.html,https://www.ipthailand.go.th/th/dip-law-2/category/พระราชบัญญัติ-acts-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/trade-secrets-act-b-e-2545-amended-by-trade-secret-act-no-2-b-e-2558.html
กฎหมาย - ความลับทางการค้า,พระราชบัญญัติ (Acts),Trade Secret Act B.E. 2545 (2002),https://www.ipthailand.go.th/th/secret-002.html,https://www.ipthailand.go.th/th/dip-law-2/category/พระราชบัญญัติ-acts-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/พระราชบัญญัติความลับทางการค้า-ฉบับที่-๒-พ-ศ-๒๕๕๘-copy.html
กฎหมาย - ความลับทางการค้า,พระราชบัญญัติ (Acts),พระราชบัญญัติความลับทางการค้า พ.ศ. 2545,https://www.ipthailand.go.th/th/secret-002.html,https://www.ipthailand.go.th/th/dip-law-2/category/พระราชบัญญัติ-acts-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/พระราชบัญญัติความลับทางการค้า-ฉบับที่-๒-พ-ศ-๒๕๕๘.html
กฎหมาย - ลิขสิทธิ์,กฎกระทรวง (Ministerial regulations),กฎกระทรวง (พ.ศ. 2559) (ลงวันที่ 24 มีนาคม พ.ศ. 2540),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/กฎกระทรวง-ministerial-regulations-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/กฏกระทรวง-กำหนดลักษณะของข้อมูลการบริหารสิทธิที่จะทำการลบหรือเปลี่ยนแปลง-และลักษณะของงานหรือสำเนางานอันมีลิขสิทธิ์ที่มีการลบหรือเปลี่ยนแปลงข้อมูลการบริหารสิทธิที่จะทำการเผยแพร่ต่อสาธารณชน.html
กฎหมาย - ลิขสิทธิ์,คำสั่งกรมทรัพย์สินทางปัญญา (Orders of DIP),คำสั่งกรมทรัพย์สินทางปัญญา ที่ 211/2558 เรื่อง แต่งตั้งคณะกรรมการพัฒนากฎหมายว่าด้วยลิขสิทธิ์,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/คำสั่งกรมทรัพย์สินทางปัญญา-orders-of-dip-2.html,https://www.ipthailand.go.th/th/dip-law-2/item/คำสั่งกรมทรัพย์สินทางปัญญา-ที่-211-2558-เรื่อง-แต่งตั้งคณะกรรมการพัฒนากฎหมายว่าด้วยลิขสิทธิ์.html
กฎหมาย - ลิขสิทธิ์,คำสั่งกรมทรัพย์สินทางปัญญา (Orders of DIP),คำสั่งกรมทรัพย์สินทางปัญญา ที่ ๒๒๗/๒๕๕๓ เรื่อง ให้ข้าราชการในสังกัดสำนักงานพาณิชย์จังหวัดปฏิบัติหน้า,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/คำสั่งกรมทรัพย์สินทางปัญญา-orders-of-dip-2.html,https://www.ipthailand.go.th/th/dip-law-2/item/คำสั่งกรมทรัพย์สินทางปัญญา-ที่-๒๒๗-๒๕๕๓-เรื่อง-ให้ข้าราชการในสังกัดสำนักงานพาณิชย์จังหวัดปฏิบัติหน้า.html
กฎหมาย - ลิขสิทธิ์,คำสั่งกรมทรัพย์สินทางปัญญา (Orders of DIP),คำสั่งกรมทรัพย์สินทางปัญญา เรื่อง มอบหมายให้รองอธิบดีที่รับผิดชอบการปฏิบัติราชการของสำนักสิทธิบัตร..,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/คำสั่งกรมทรัพย์สินทางปัญญา-orders-of-dip-2.html,https://www.ipthailand.go.th/th/dip-law-2/item/คำสั่งกรมทรัพย์สินทางปัญญา-เรื่อง-มอบหมายให้รองอธิบดีที่รับผิดชอบการปฏิบัติราชการของสำนักสิทธิบัตร.html
กฎหมาย - ลิขสิทธิ์,คำสั่งกรมทรัพย์สินทางปัญญา (Orders of DIP),คำสั่งกรมทรัพย์สินทางปัญญา เรื่อง แต่งตั้งคณะทำงานเพื่อเตรียมความพร้อมในการปฏิรูปกรมทรัพย์สินฯ เป็น,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/คำสั่งกรมทรัพย์สินทางปัญญา-orders-of-dip-2.html,https://www.ipthailand.go.th/th/dip-law-2/item/คำสั่งกรมทรัพย์สินทางปัญญา-เรื่อง-แต่งตั้งคณะทำงานเพื่อเตรียมความพร้อมในการปฏิรูปกรมทรัพย์สินฯ-เป็น.html
กฎหมาย - ลิขสิทธิ์,คำสั่งกรมทรัพย์สินทางปัญญา (Orders of DIP),คำสั่งกรมทรัพย์สินทางปัญญา เรื่อง ให้ข้าราชการปฏิบัติหน้าที่ราชการในฐานะพนักงานเจ้าหน้าที่ตามพระราช,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/คำสั่งกรมทรัพย์สินทางปัญญา-orders-of-dip-2.html,https://www.ipthailand.go.th/th/dip-law-2/item/คำสั่งกรมทรัพย์สินทางปัญญา-เรื่อง-ให้ข้าราชการปฏิบัติหน้าที่ราชการในฐานะพนักงานเจ้าหน้าที่ตามพระราช.html
กฎหมาย - ลิขสิทธิ์,คำสั่งกรมทรัพย์สินทางปัญญา (Orders of DIP),คำสั่งคณะกรรมการพัฒนากฏหมายทรัพย์สินทางปัญญา เรื่อง แต่งตั้งคณะอนุกรรมการพัฒนากฏหมายว่าด้วยลิขสิทธิ์,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/คำสั่งกรมทรัพย์สินทางปัญญา-orders-of-dip-2.html,https://www.ipthailand.go.th/th/dip-law-2/item/คำสั่งคณะกรรมการพัฒนากฏหมายทรัพย์สินทางปัญญา-เรื่อง-แต่งตั้งคณะอนุกรรมการพัฒนากฏหมายว่าด้วยลิขสิทธิ์.html
กฎหมาย - ลิขสิทธิ์,คำสั่งกระทรวงพาณิชย์ (Orders of MOC),คำสั่งกระทรวงพาณิชย์ที่ 539/2556 เรื่อง มอบอำนาจในการพิจารณาอนุญาตให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์เทปเพลง วีดีโอเทป และแผ่นซีดี เข้ามาในราชอาณาจักร (ลงวันที่ 26 กันยายน พ.ศ. 2556),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/กฎกระทรวง-ministerial-regulations-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/คำสั่งกระทรวงพาณิชย์-ที่-๕๓๙-๒๕๕๖-เรื่องมอบอำนาจในการพิจารณาให้นำเครื่องจักรที่สามารถใช้เพื่อประโยชน์ในการละเมิดลิขสิทธิ์เทปเพลง-วีดีโอเทป-และแผ่นซีดี-เข้ามาในราชอาณาจักร.html
กฎหมาย - ลิขสิทธิ์,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา ฉบับที่ 1 (พ.ศ. 2538) เรื่อง หลักเกณฑ์และวิธีปฏิบัติเกี่ยวกับการขอใช้ลิขสิทธิ์ในพฤติการณ์พิเศษ ลงวันที่ 18 เมษายน พ.ศ. 2538),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-หลักเกณฑ์และวิธีปฏิบัติเกี่ยวกับขอใช้ลิขสิทธิ์ในพฤติการณ์พิเศษ.html
กฎหมาย - ลิขสิทธิ์,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา ฉบับที่ 2 (พ.ศ. 2538) เรื่อง หลักเกณฑ์และวิธีปฏิบัติเกี่ยวกับการขอให้อธิบดีกำหนดค่าตอบแทนในกรณีที่มีการนำสิ่งบันทึกเสียงการแสดงออกแพร่เสียงหรือเผยแพร่ต่อสาธารณชน ลงวันที่ 4 พฤษภาคม พ.ศ. 2538),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-หลักเกณฑ์และวิธีปฏิบัติเกี่ยวกับการขอให้อธิบดีกำหนดค่าตอบแทน.html
กฎหมาย - ลิขสิทธิ์,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง การแจ้งข้อมูลตัวแทนดำเนินคดีละเมิดลิขสิทธิ์ พ.ศ. ๒๕๖๒,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-การแจ้งข้อมูลตัวแทนดำเนินคดีละเมิดลิขสิทธิ์-พ-ศ-๒๕๖๒.html
กฎหมาย - ลิขสิทธิ์,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง การแจ้งข้อมูลตัวแทนรับมอบอำนาจดำเนินคดีละเมิดลิขสิทธิ์ พ.ศ. 2554 (ลงวันที่ 18 พฤษภาคม พ.ศ.2554),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรม-ทป-เรื่อง-การแจ้งข้อมูลตัวแทนดำเนินคดีละเมิดลิขสิทธิ์-พ-ศ-2554.html
กฎหมาย - ลิขสิทธิ์,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง การแจ้งข้อมูลลิขสิทธิ์และขอรับบริการข้อมูลลิขสิทธิ์ (ลงวันที่ 30 กันยายน พ.ศ. 2547),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-การแจ้งข้อมูลลิขสิทธิ์และขอรับบริการข้อมูลลิขสิทธิ์.html
กฎหมาย - ลิขสิทธิ์,ประกาศกระทรวงพาณิชย์ (Notifications of MOC),ประกาศกรมธุรกิจพลังงาน เพื่อตรวจสอบยี่ห้อและรุ่นรถที่สามารถใช้ B20 ได้,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมธุรกิจพลังงาน-เพื่อตรวจสอบยี่ห้อและรุ่นรถที่สามารถใช้-b20-ได้.html
กฎหมาย - ลิขสิทธิ์,ประกาศกระทรวงพาณิชย์ (Notifications of MOC),ประกาศกระทรวงพาณิชย์ ฉบับที่ 31/2552เรื่อง แต่งตั้งพนักงานเจ้าหน้าที่และบัตรประจำตัวพนักงานเจ้าหน้าที่ตามพระราชบัญญัติลิขสิทธิ์ พ.ศ. 2537 (ลงวันที่ 8 กันยายน 2552),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกระทรวงพาณิชย์-เรื่อง-แต่งตั้งพนักงานเจ้าหน้าที่ตามพระราชบัญญัติลิขสิทธิ์-พ-ศ-๒๕๓๗-และพระราชบ.html
กฎหมาย - ลิขสิทธิ์,ประกาศกระทรวงพาณิชย์ (Notifications of MOC),ประกาศกระทรวงพาณิชย์ เรื่อง การใช้ข้อยกเว้นการละเมิดลิขสิทธิ์เพื่อประโยชน์ของคนพิการที่ไม่สามารถเข้าถึงงานอันมีลิขสิทธิ์ได้ พ.ศ. ๒๕๖๒,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/notificatioofmoc_disableperson2019.html
กฎหมาย - ลิขสิทธิ์,ประกาศกระทรวงพาณิชย์ (Notifications of MOC),ประกาศกระทรวงพาณิชย์ เรื่อง รายชื่อประเทศที่เป็นภาคีแห่งอนุสัญญาว่าด้วยการคุ้มครองสิทธิของนักแสดงซึ่งประเทศไทยเป็นภาคีอยู่ด้วย (ลงวันที่ 11 มีนาคม 2556),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/เรื่อง-การกำหนดรายชื่อประเทศภาคีแห่งอนุสัญญาว่าด้วยการคุ้มครองลิขสิทธิ์-หรืออนุสัญญาว่าด้วยการคุ้มค.html
กฎหมาย - ลิขสิทธิ์,ประกาศกระทรวงพาณิชย์ (Notifications of MOC),ประกาศกระทรวงพาณิชย์ เรื่อง รายชื่อประเทศภาค 2559,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc-4.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศ-พณ-เรื่อง-รายชื่อประเทศภาค-2559.html
กฎหมาย - ลิขสิทธิ์,พระราชบัญญัติ (Acts),Copyright Act B.E. 2537 (1994),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/พระราชบัญญัติ-acts-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/copyright-act-b-e-2537-1994.html
กฎหมาย - ลิขสิทธิ์,พระราชบัญญัติ (Acts),พระราชบัญญัติลิขสิทธิ์ พ.ศ. 2537,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/พระราชบัญญัติ-acts-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/พระราชบัญญัติลิขสิทธิ์-พ-ศ-2537-ภาษาไทย.html
กฎหมาย - ลิขสิทธิ์,ระเบียบกรมทรัพย์สินทางปัญญา (Rules of DIP),ระเบียบกรมทรัพย์สินทางปัญญา ว่าด้วยการรับแจ้งข้อมูลลิขสิทธิ์และการให้บริการข้อมูลลิขสิทธิ์ พ.ศ. 2556 (ลงวันที่ 30 สิงหาคม พ.ศ. 2556),https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกรมทรัพย์สินทางปัญญา-ว่าด้วยการรับแจ้งข้อมูลลิขสิทธิ์และการให้บริการข้อมูลลิขสิทธิ์-พ-ศ-2556.html
กฎหมาย - ลิขสิทธิ์,ระเบียบกรมทรัพย์สินทางปัญญา (Rules of DIP),ระเบียบกรมทรัพย์สินทางปัญญา ว่าด้วยการรับแจ้งข้อมูลลิขสิทธิ์และการให้บริการข้อมูลลิขสิทธิ์ พ.ศ. 2563,https://www.ipthailand.go.th/th/copyright-007.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc-3.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกรมทรัพย์สินทางปัญญา-ว่าด้วยการรับแจ้งข้อมูลลิขสิทธิ์และการให้บริการข้อมูลลิขสิทธิ์-พ-ศ-2563.html
